Title,Content,Date of Experience,Review Date,Rating,Reviewer Name,Location,No of reviews given
Used sent as new,"First equipment sent out as new was clearly used (OM1 camera body). Referred to their service arm for a lens but told by the service centre that they do not repair Panasonic lenses.

Having now received the replacement, all is as it should be and it powered up in the state expected ready to select country and time. The previous device had already had this done and to another time zone so clearly it had been used by someone at some time before shipping. The other indicator was a greasy thumb print on the LCD display. I had originally decided to cancel the order completely but having experienced a very positive response to the issue I decided that I would be happy with a replacement and this conversation too was very positive.
The idea of giving me an extra battery was welcome until I found out that it was an Olympus look alike rather than an OM Systems battery. I may well have been fine with that but was surprised when I saw it. That coupled with the repair information is what led me to one star. If the last two things had not happened it would have been a 5 !",2024-04-25T00:00:00Z,2024-05-01T14:03:41Z,1,Paul G,,3
Highway Robbery ,"Sent me battery and memory card , then failed to supply the camera. Disgraceful!?",2024-04-15T00:00:00Z,2024-04-26T10:45:27Z,1,Ian Evans,,5
Really disappointed,Really disappointed. I spoke to Jack about a used lens. The lens I received was not the lens photographed on the page. It definitely was not in the condition described. I called Friday and asked for a copy of the advert. He was pretty dismissive and promised a called back and to date no comms at all. To be frank I expect of WEX.,2024-04-19T00:00:00Z,2024-04-24T11:48:23Z,1,Andrew Dunn,,6
I ordered a camera accessory,I ordered a camera accessory. It was out of stock.  I chased after three months and was told they cancelled my order. Without bothering to tell me.  It was re-ordered.  It never turned up.  I was told they cancelled  the order again because I failed to pay.  I was never asked to re-submit my card details.  I am going elsewhere.,2024-04-12T00:00:00Z,2024-04-23T10:26:26Z,1,Michael Roberts,,8
Would rather lose customers rather than…,"Would rather lose customers rather than get rid of rude, useless staff member who knows nothing about the stuff they sell.",2024-01-10T00:00:00Z,2024-04-20T21:36:00Z,1,Paul Boast,,9
"Waiting for an order for 3 months, website estimate still says 5 days.","Ordered a product on 10th Jan 2024. It showed as out of stock on the website but the estimate displayed would be in stock in around 5-7 days. 

It is now exactly 3 months after the initial order, the website STILL shows an estimate of 5-7 days. 

I only receive automated emails saying they’ve not forgotten about the order. Each time I have to contact for an update I have not yet received a helpful response.

Estimated time to get stock is misleading and I have missed our purchasing with other suppliers who now no longer have stock either.

The lack of communication and unreliable estimates would make me avoid buying out of stock items from WEX",2024-04-10T00:00:00Z,2024-04-10T01:13:21Z,1,Kiran Mehta,,3
"Damaged my camera, lied about it.","I took my camera in to a local wex to exchange it for cash. I inspected it, a photographer friend did, and also the man at the wex store. They quoted me £348, needing 0 repairs based on their initial inspection at the shop. Which was signed by the employee. It was sent off to wex, I received an email saying the camera was damaged therefore they would be reducing the quote because they needed to carry out repairs. Let me point out, I am a professional photographer, who works as a photographer, and have a camera in  my hand 8 hours a day. I know cameras and I know if one is broke or damaged. The company damaged my camera and I asked for it to be repaired by them, they refused and sent it back to the store. Upon collection I told the man at the store about what had happened, his response was that I am not a professional and wouldn't know if it was damaged. Which is laughable. Upon inspection, it is clear it is now indeed damaged, one of the dials is extremely loose. This happened after it was sent off and the company completely denied it, even though I have a signature from their own staff saying it wasnt in need of repairs. Besides being completely dishonest, they are also insulting. Do not ever use this company. Ive used them for years to buy camera equipment from but it is clear behind their professional veneer, is criminal behaviour. Ive read reviews where similar instances have occurred. Stay away.",2024-04-06T00:00:00Z,2024-04-07T15:11:59Z,1,Rick Snowdon ,,2
No information available for the status…,No information available for the status of my order,2024-04-01T00:00:00Z,2024-04-07T11:27:56Z,1,Lee Marshall,,4
Wanted to buy a softbox but ended up in…,"Wanted to buy a softbox but ended up in an argument with the staff member who didn't know the difference between a softbox and an umbrella! Supposed to be ""experts"", that's laughable,  experts in what? The staff member still wouldn't accept they was wrong, despite being told by the manager that they was. Told them at Nottingham branch that they had lost me as a customer and I never did get an apology from the girl who'd got it so wrong and had even argued about it. ",2023-11-06T00:00:00Z,2024-04-07T08:46:55Z,1,Paul Boast,,9
I have used Wex for a few years now and…,"I have used Wex for a few years now and spent plenty of money with them, unfortunately my last purchase is not going great, there courier says the attempted to deliver my lens, then said they came to the house, sent me a photo of another house, I tracked the parcel and it was 32 miles away in there depot, so don’t like being lied to and will not use again",2024-03-29T00:00:00Z,2024-03-29T17:39:51Z,1,Stuart ,,5
sent cheap amazon product that's worth less than half ,"

Ordered SmallHD D-Tap to LP-E6 Power Adapter Cable, Which I paid almost £90 for, they have sent me a knock off non branded, not small hd product. 

the description was:
DCA5 2-Pin to D-Tap Kit. LP-E6 2-Pin power adapter with 2-Pin to D-TAP cable. Power your 500 and 700 series monitor through 2-Pin power sources.

You've sent me a cheap. dummy battery version to d-tap version I could've bought on amazon for £10 and the pins on it aren’t even functional. It would break my small hd monitor if I tried to use it. 

Clearly people at WEX have no idea or they a dishonest. Either way I won’t be using them. ",2024-03-27T00:00:00Z,2024-03-28T20:57:04Z,1,O New,,28
"Item was listed as ""In Stock"" on…","Item was listed as ""In Stock"" on website so I paid extra for Next Day Delivery, as I needed the item for a job. Wasn't notified until after completing checkout that the item was actually on Back Order so delivery was late, and I had to frantically find rental equipment in order to complete the job.

This is the second time I've experienced this with Wex, so avoid if delivery time is critical.",2024-03-22T00:00:00Z,2024-03-28T20:20:57Z,1,Dylan,,1
Wex would not accept the lens hood that…,Wex would not accept the lens hood that came with the lens,2024-03-19T00:00:00Z,2024-03-25T11:49:22Z,1,Barriecustomer,,8
FTZ adapter ,After I had purchased the FTZ adapter I had a problem updating the Firmware so contacted my local Nottingham shop and was told they couldn’t help. So went to London Camera exchange in Nottingham and the spent 20 minutes and sorted the problem so won’t be using WEX again rubbish after care service. ,2024-03-14T00:00:00Z,2024-03-25T10:59:57Z,1,Denis,,13
Part Exchange Is Very Risky,"I have been a Wex customer for five years and spent in excess of £17k over that time. I've had a number of Part Exchange transactions which have been OK. I recently bought a new camera body and traded in my old one. I was quoted a price which seemed fair. I took the camera to the Milton Keynes store as I do not trust couriers. I was given a receipt for the camera but it was not inspected. A few days later I was told the camera's LCD screen was damaged and needed repair. I explained that the camera was not damaged when I handed it into the store. I'm an honest person who would not dream of attempting to trade in a broken item, but that counted for nothing. I discovered that I had no protection after handing over my camera to Wex - all the risk was mine, which is not acceptable. I was quoted £180 to repair the screen or simply get back a broken camera. I accepted the quote as I could see no sensible alternative. The quote then increased significantly but once again I could see no alternative. No details of the repair quotes were provided. The transaction is now complete and instead of £750 trade-in I am left with about £500. Do not trade in your goods unless you are prepared to accept all the risks or you are able to prove that your kit was fully functional before you hand it over - you will have no comeback. I won't be spending any more money at Wex.",2024-03-18T00:00:00Z,2024-03-19T11:05:40Z,1,Jorganmeister,,1
Spoke to their expert who confirmed…,"Spoke to their expert who confirmed twice that the lens was compatible with my camera. Lens arrives and is not compatible, quoting me an adapter that costs more than the lens and essentially making it my problem to return the item, when it was their fault and I had a flight the next day. Huge waste of time and didn’t really seem that apologetic. ",2024-03-11T00:00:00Z,2024-03-17T12:32:22Z,1,Daniel,,2
Shocking service …,"I'd like to give no stars but it won't let me.
I ordered a used flash trigger a week ago and received the completely wrong part, I informed Wex about this and with in minutes received a postage label for the return. 3 days later I still don't have the item I ordered and they won't even confirm if they still have it until they receive the wrong item they sent and check it. 

Shocking service, customer service is lacking at best and they appear to have no idea what stock they have.",2024-03-07T00:00:00Z,2024-03-13T15:00:45Z,1,steve,,8
missing parts,"Bought two used Fujifilm lenses a day apart. Both lenses arrived with parts missing in relation to the advertised description. Wexphoto has been very good at ordering the parts, however there has been no attention to detail in ensuring that orders are dispatched exactly as described in the marketing and advertising information",2024-03-06T00:00:00Z,2024-03-12T13:27:54Z,1,Ian Campbell,,2
I was sold insurance for a drone i…,"I was sold insurance for a drone i don’t own ,  and a battery for a drone I don’t have ,hmmmmmm",2024-03-05T00:00:00Z,2024-03-12T10:45:35Z,1,customer,,1
rubbish item listed in stock on website…,Rubbish! - item listed in stock on the website then I get an email to say they will never have it in stock again,2024-03-10T00:00:00Z,2024-03-10T13:03:24Z,1,Ben,,2
Rental is awful,"I've bought from Wex many times and had very good service, the same cannot be said for their rental. 

Ordered a Nikon Z8 and 180-600 lens on their website to rent over a weekend.

I would have expected the equipment to be available but it turns out that completing a basket order through their website is just an enquiry!!!!

Turned out the lens wasn't available for the dates I had chosen so I had to cancel.

Pretty poor.

I would have expected a company like Wex would have been far better organised.",2024-03-05T00:00:00Z,2024-03-07T17:07:49Z,1,GeoC,,30
Not the best experience to be honest!,"Not the best experience to be honest. I usually use Ffordes or MPB, but thought I would give WEX a go.....Needed a Panasonic 12-35 as mine had just packed in.....they had one in stock at a good price, ordered on a Friday, 7 days before I was due to travel 250 miles south to do a wedding, tracking was provided, to arrive on Tuesday, arrived as planned, opened the box, was a 12-60 f3.5-5.6 in the box, not what I had ordered. Emailed as it was evening, fast reply 1st thing Weds, shop phoned me mid morning, apologised for error, fair enough, humans do make mistakes. I explained I needed to leave home Friday morning to drive down south. Promised me my lens would be with me by lunchtime the next day, Thursday, and emailed me a return label for wrong lens. Fine, get home, check the new tracking number expecting it to be Royal Mail Special Delivery for a delivery by 1.00pm Thurs.......but no, it was on a 2 day service via DPD due to arrive on Friday afternoon, 5 hours after I was leaving home for a 4 hour journey!!!!! Arrived home from wedding job on Sunday afternoon to find said lens left on my doorstep all weekend........ No follow up from WEX.....I won't be rushing back......",2024-02-16T00:00:00Z,2024-03-04T00:44:07Z,1,Martin Carran,,14
Don't bother they will just ignore you…,"Went to the Milton Keynes store with intention of confirming my internet research then buying a drone. I prefer to see and touch and support local shops before a purchase. Especially one of several hundred pounds. 

Alas I was of no interest to the pair  in the shop. I was the only person 'customer' in the shop. I stood at the drone section. They continued to ignore me stood at the counter their conversation more interesting than my cash. 

After a few minutes I left. Clowns waved at me as I left. They did not want my custom. 

Maybe I don't look like a camera geek?  Maybe I did not look like I had a spare grand to spend. I don't know which off their prejudices I triggered or they were just rude. 

My advice is saved your time don't bother going to that shop they are not interested in you.

",2024-02-25T00:00:00Z,2024-02-25T15:38:11Z,1,Ian Alexander,,1
Be aware that if you buy a lens for…,Be aware that if you buy a lens for £800 and walk back soon after to trade it in you get £400..... The company is that big its not bothered about the customers with not so much money more about pro shooters who get benifits. Your better off with Mpb who are similar but dont have face to face sales were they are forced to make profit over care. ,2024-01-26T00:00:00Z,2024-02-22T19:26:03Z,1,John Victor,,10
I ordered a used Laowa Macro for my…,"I ordered a used Laowa Macro for my Canon R5.
I paid, extra for next day delivery.
It was not delivered until 4 days latter.
When finally got and opened the box got the lens and took the end cap to put it on Canon R5 and I could see it was an RF lit lens.
I looked and box and in small print it said Sony E !
Wex used to be a really camera shop. However, their quality has down and their prices Up. This has happed as they have other places and now sorry I will no longer be dealing with them",2024-02-01T00:00:00Z,2024-02-12T12:30:44Z,1,martin richards,,3
Next day delivery for a small item,"Next day delivery for a small item. Received 6 days later, delivered to the wrong address, had to pick up from the neighbour. Wex Photographic not much use, it appears that once it leaves them they have no influence over the delivery. 
I suspect their published delivery schedules work very well for the towns and suburbs, not to well for anyone living in the countryside. I would also guess that their delivery agent are hanging back on the delivery in order to maximise their profits. Unfortunately, I think that Wex only have one delivery agent on their books, in order to maximise profit returns. Might as well stick with the Royal Mail . 
I remain reasonably unimpressed, though I probably should point out that they were as helpful as they could be in the circumstances.",2024-02-01T00:00:00Z,2024-02-08T03:57:18Z,1,Richard Lumb,,1
A waste of money.,It’s a ridiculous lens hood which has to be unscrewed when you put the lens cap on! A waste of money. I thought Wex were experts who could be relied upon. No more. If the salesman had explained how the lens hood worked I wouldn’t have purchased it and life is too short to make complaints about everything.,2024-02-01T00:00:00Z,2024-02-07T10:29:06Z,1,DUNCAN GREEN,,4
Delivered to another address,"The courier left the package at a parcel depot and my wife had to run around london looking for it. We were given a photo amd told it was delivered, and it was but not to the address given when we ordered. We had very little comms from anyone on what was going on or why or it was not delivered to the correct address. 

In general it was a very unsettling experience. We did ask it be redelivered to the correct address but this never happened.",2024-01-14T00:00:00Z,2024-02-02T11:13:31Z,1,Trevor,,1
Order delivered to wrong address poor customer support.,"Purchased a camera and selected next day delivery. The order was delivered to the wrong address, over 30 miles away. I had moved over four years ago from this address, my new address detail have been updated and working correctly for years. I was told my camera would now take a week to be delivered to me. I was advised if wanted it sooner and if I could afford it, that i should buy another one from them and my money from my first purchase would be refunded next week. I cancelled my purchase and purchased from another camera supplier who delivered the following day. I did get my money refunded in 3 days which was sooner than expected. I now don't have any confidence in in purchasing from Wex again because of this bad experience.",2024-01-22T00:00:00Z,2024-01-28T10:55:31Z,1,Customer Mike,,26
Ripped-off with trade-in/resale price,"Until recently, I would have probably awarded 4 or 5 stars, as I have been very happy with business over many years. However that's drastically changed when I recently traded-in my 8 month old mint condition Nikon z7ii. I trusted the price they offered was fair, although lower than I expected. They agreed with the condition and paid me. I was looking on their used section at Z8s and was appalled to see they were offering same condition Z7ii's for almost £600 more than they paid me, a 45% mark-up. That's around 3 times new product mark-up I feel absolutely fleeced. This is profiteering to the detriment of customers. In advance of the defence of ""we offer comparible prices"" just because others are involved in the same practice doesn't make it acceptable, two wrongs dont make a right.  
Currrently looking at other retailers and it's an eye-opener.",2024-01-04T00:00:00Z,2024-01-21T16:22:35Z,1,B-r-1,,25
Purchased a lens off wex,Purchased a lens off wex. With tracking number message saidnit would be delivered today so sat in incase I missed it  no delivery. Glad I screenshot the message. After 5pm and now message says item is on the way to delivery depot and message saying it was to be delivered today has now dissapeared.  This is the 2nd time I've had a problem with wex. Their won't be a third time. Never will I purchase off wex again.,2024-01-17T00:00:00Z,2024-01-17T21:16:56Z,1,Danny Moore,,2
Online purchasing not working,Online purchasing did not work last time and once again I cannot place an order or fix my account login. Have found another supplier ...,2023-07-06T00:00:00Z,2024-01-16T13:16:13Z,1,Steve Hale,,9
Awful Customer Service,"I organised a Trade-in with Wex and arranged a date when they would send a courier to collect my parcel. The courier (DPD) did not arrive on the agreed date and time. Unfortunately, there is no Customer Service phone number on the DPD website for me to contact to get a resolution. I had to take time off work to wait for this collection so I contacted Wex to find out if there was anything they could do. Wex told me they could not help and that I would have to contact DPD, who I can not contact because they do not provide a Custmer Service phone number on the DPD website. Wex eventually gave me a number for DPD as at this point I had already made it clear that I could not take anymore time off work on another day, so I needed DPD to come back on the day they had agreed. After speaking to DPD they told me that they could only re-arrange the collection via Wex and I would have to get back to Wex myself. Also, DPD were not prepared to come back on the agreed date to collect my parcel even though they had not arrived at the agreed time. I got back in touch with Wex once again, eplaining again that I was unable to take more time off work to wait for a collection on a different day. There was still time on the agreed day for DPD to return, but they would not do that until I had re-arranged it with Wex. I needed to re-arrange the collection for the same day because of my work committments, as I had already explained to both Wex and DPD. I simply wanted Wex to contact DPD and tell them to come to collect my parcel as they had ignored my previously arranged collection time, but I needed DPD to collect on the day that had been arranged. Wex simply refused to tell DPD to come and collect as was arranged. The process of resolving this issue is impossible if I have to contact Wex first, then DPD, then Wex again because nobody will take responsibility for resolving this issue. As a result I will never Trade-in with Wex again because I am concerned that the same thing will happen again. I still have my parcel waiting to be collected and Wex have offered me a good price for the trade, but I want them to re-arrange the collection for the same day as I do not know when I will be able to take time off work again to wait for a collection that DPD will just ignore. If you have any items you would like to trade inthen Wex is the wrong place to go, do not waste your time and energy trying to work with them.",2024-01-15T00:00:00Z,2024-01-15T20:44:29Z,1,Andrew Martin,,15
Price match on trade-in not delivered.,"Offered to match a trade-in price given by another camera shop, then reneged on its offer. Not impressed.",2024-01-08T00:00:00Z,2024-01-14T10:10:24Z,1,Stephen Cutting,,4
Poor service,"Arrived at Edinburgh store where there was one other customer.  Went to the accessories display, was passed by an assistant twice, no acknowledgement, on second pass they went to sit back on a seat behind counter.  Asked for some assistance, they grumbled something, but I was unable to make out.  I had two filters and asked what the difference was, both UV.  They went back to the seat and then shouted reply to me.  If had had not needed this part for upcoming assignment, would have left.  Bought only part, but had wanted other equipment.  Guess I will give my business to somewhere else.  Poor service considering I have bought all our gear there.  No doubt some manager will blah blah, sorry you feel that way.",2024-01-12T00:00:00Z,2024-01-12T16:47:09Z,1,Gordon Scott,,2
No after sales has requested Hi While the item  and delivery were …,Hi While the item  and delivery were  good the call Back from one of  your store about the item . Never happened Disappointed .,2024-01-04T00:00:00Z,2024-01-10T11:59:38Z,1,Robert Walker,,24
Swindled,"Wex removed the cash back instructions from the product page shortly after my purchase. They didn’t email me any instructions on how to claim either, so I ended up searching for Panasonic sources on how to claim. Confusingly, Panasonic was running multiple claim sites, and unfortunately I ended up trying to use the wrong one initially, and the delay caused me to miss the claim window. After some emails from Panasonic promotions support I was directed to the right URL but unfortunately it was too late to claim so I reached out to Wex for help. Sadly, while apologetic, their view was that it was very much my problem, and I should have checked with Panasonic for instructions… This was a Panasonic offer, nothing to do with them. They couldn’t really help. I felt this to be most unsatisfactory, as they were quite happy to use the offer to sell the product. Quite happy to have their company logo displayed on the Panasonic website too. I shall not be purchasing anything else from wex.",2023-12-09T00:00:00Z,2024-01-09T20:15:18Z,1,Peter North,,1
Missing component. I wouldn't buy from them again.,"I bought a battery grip for a Pentax KP  but a component was missing. I don't recall any mention of this in the listing  and my recollection is that it was graded 9+, which to me suggests it was in excellent or at least very good condition. It had clearly not been checked. Fortunately the return was straightforward, though I haven't had the refund yet. I wouldn't  use them again. Edit: Refund now received. Thanks very much. The response I initially had from Wex when I received the item with the missing component was that components may be missing from traded-in items, and that this would be noted in the condition tab on the website; the implication being that I hadn't looked carefully.  I have no recollection of seeing in the original listing that a component was missing from this item. The impression given in Wex's intial response was that missing components is the norm with second-hand items; to be expected. I still don't think I'd feel confident buying used equipment again from Wex. Further edit: I now see the battery grip is for sale again, at the same price, after my return: listed 9+, described as ""near mint"", and with a description that clearly says it ""comes with grip L"", the component missing when I bought it. If they are now able to sell it at the same price, but now it comes with the grip L that was missing when I bought it, why were they not able to send me the grip L when I said it was missing? It couldn't  be that their description is still inaccurate and misleading, could it? Even after the apology published here saying there was ""an oversight"" that was going to be ""rectified""? If you're tempted to buy from Wex, proceed with care.",2024-01-02T00:00:00Z,2024-01-08T10:19:36Z,1,Mr Peter Marsland,,21
I was a happy customer with WEX but not anymore,"I was a happy customer with Wex but after my last experience dealing with them, I am afraid to say that I have to give a serious thought of ordering from them in the future. I am not sure if other's have this harrowing experience like me or not, but Wex have a tendency of sending same order in multiple shipments and then loosing track of them. Although  they provided a timely service for delivering goods from their online warehouse but when it came to deliver out of stock items from their physical store, there was a catastrophe of failures and mismanagement of the whole order, and after half dozen of emails and they could only deliver one. And when you receive text like they are going to do CCTV checks and staff you feel that there is a breach of trust and a blame game being played by the company for loosing track of the shipment.",2023-12-28T00:00:00Z,2024-01-03T16:43:30Z,1,Jay Ray,,3
Tons of inconveniences,I bought a Sony zoom lens but it came with no tripod mount and lens hood even though these parts were meant to be included. They couldn't even send them in a separate order but insisted that I'd have to return the lens for a refund. Extremely inconvenient since I had plans to use that lens in the next week.,2023-12-22T00:00:00Z,2023-12-29T16:01:17Z,1,customer,,1
Next day delivery didn’t work,Next day delivery didn’t work. It was ordered on Friday before 3pm as well. Poor from whoever was supposed to post/pickup,2023-12-23T00:00:00Z,2023-12-29T11:21:05Z,1,Kim,,10
"2 Purchases, both went badly.","2 Purchases: the first we paid for a Saturday delivery but when it didn’t arrive we contacted WEX to be told there was no way they ever intended to get it sent off for a Saturday delivery. The next purchase they sent the goods off to the billing address ignoring the delivery address. Both incidents cost us time, wages and rental charges.",2023-12-11T00:00:00Z,2023-12-22T22:56:07Z,1,Fiona,,4
Poor reply when I email to you,Poor reply when I email to you,2023-12-14T00:00:00Z,2023-12-20T11:38:14Z,1,Ian Scott Baillie,,3
Nothing wrong with Wex. Nikkor z180-600 a joke.,"Nothing wrong with Wex.

Nokkor z 180-600mm lens will not focus, even at the bottom of my garden. I have four S line lenses for my Z8 and they work nicely. On a tripod inside the house through an open window with wireless release, this will not produce a sharp photo of a static object 20 metres away, even at 1/1000. Have tried AF fine tune from -20 to +20 and nowhere will this lens produce a sharp photo. It is a joke.",2023-12-13T00:00:00Z,2023-12-19T16:34:17Z,1,Mark Sterry-Blunt,,12
Going downhill,Promise delivery but don’t dispatch as promised then I have to wait because of their error. Going downhill fast.,2023-12-13T00:00:00Z,2023-12-19T11:29:41Z,1,PeterJ,,29
I sent  for the Canon R5 and 24.70mm…,"I sent  for the Canon R5 and 24.70mm f2.8 RF IS
Before getting to use it i did not even open parcel goods were in. Because I was put off goods by WEX sales staff member Paul . Two weeks later still waiting for refund to appear. And they announce they closed my WEX account after two decades of purchasing this they let my know about on Trustpilot. They could of let me know this by a private email. But they like to  humiliate. Over the years of shopping with WEX Ive heard different members of staff bad mouth just about every camera brand on the market. This gives you a no vote of confidence in your purchase and have a go at you for returning goods because of this reason even when unopened under there returns policy. They should take responsibility for their words and actions and retrain sales staff about selling to the public and their arrogant manner that when a customer tells them they have have had a lot of experience with camera equipment over the years and photographic   knowledge. They should not try to undermine them  thinking they cannot possibly know more than me, I am the sales man.",2023-11-30T00:00:00Z,2023-12-16T17:49:23Z,1,Mike,,7
Not happy with your product,"Not happy with your product, not happy with your return plicy as in your terms and condition the return was free, but I have to pay to return the item which is not fit for purposes.",2023-12-08T00:00:00Z,2023-12-14T23:43:24Z,1,customer,,2
I didn't get along well with you,"I didn't get along well with you. My paper was scheduled for delivery the following day, having been ordered on December 6. My paper arrived after six days despite my additional payment. I made one phone call and two chats. Following delivery, they sent the paper to the incorrect address.",2023-12-07T00:00:00Z,2023-12-14T13:51:09Z,1,customer,,2
Begrudging worthless help,"Buy a £6,000.00 camera, followed by a second hand lens and adapter. Ready for a holiday of a life time. Camera/lens plays up. Lens goes for repairs.

Cut a long story short, just got the most begrudging help from the Bristol store. 

Never again advice is rubbish. Stay away",2023-12-13T00:00:00Z,2023-12-13T19:13:33Z,1,mark leonard,,4
Worst shopping experience I had from most of the staff,"I visited to the store but there was no greeting from the main door. Security was just standing didn’t bother to ask anything even didn’t help to open the door. Went to the counter and the sales girl was busy on computer and didn’t say good morning even no smile. It’s like so unpleasant for me and thought why did I go all the way from South London to East. 
She got my collection order and kept on the counter and didn’t hand over to my hand. I had to ask is this mine. She said yes and back to computer. I ask can I buy the same item in the shop and she said yes it’s in the corner. I spams 5 minutes like to find and had to come back to her and tell her I can’t find. She walk towards without telling me to follow and just shot the shelf and went off.",2023-12-12T00:00:00Z,2023-12-13T11:00:25Z,1,Lester Herath,,8
Very disappointed,"Never responded to my email sent from the website email form. I'm a previous customer and expected the courtesy of a reply to my lens enquiry.
Date if shown is estimated.",2023-11-15T00:00:00Z,2023-12-12T19:33:13Z,1,Graham ladeda,,2
Next day delivery becomes a 3-day wait,"Ordered a product and paid £8 for next day Saturday delivery but order was not processed and will be processed on Monday instead. Not a good thing if you are paying for an expensive item and paying for an expensive delivery. I have been shopping with wex since but this incident is not really nice for the customer especially if you were promised that it will be delivered the next day. You have to keep calling the call centre and the store just to get it sorted and you have to do it at your end instead of them advising you what to do. I really wish that there are more competition for WEX such as B&H and Sammy's. If there is proper competition, their services will surely improve.",2023-12-09T00:00:00Z,2023-12-09T12:52:02Z,1,Alexander Chua,,4
